,Team,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details,Date
['Justin MorneauDH'],Chicago White Sox,4,0,1,0,0,1,4,.273,.385,.455,.839,16,10,-0.025,0.33,0.005,-0.030%,-0.01%,0.17,-0.6,,,,7/24/2016
['Todd Frazier3B'],Chicago White Sox,4,0,0,0,0,2,4,.210,.297,.471,.768,14,10,-0.036,0.36,0.000,-0.036%,-0.01%,0.18,-1.0,1,1,,7/24/2016
['Dioner NavarroC'],Chicago White Sox,4,1,2,0,0,0,4,.208,.262,.353,.615,12,9,0.025,0.26,0.031,-0.006%,0.01%,0.14,0.2,7,0,,7/24/2016
['JB ShuckCF'],Chicago White Sox,4,1,2,0,0,1,4,.240,.263,.360,.623,17,11,0.022,0.34,0.034,-0.012%,0.01%,0.17,0.1,7,0,SB,7/24/2016
['Yolmer Sanchez2B'],Chicago White Sox,4,0,0,0,0,0,4,.143,.189,.200,.389,12,9,-0.053,0.57,0.000,-0.053%,-0.02%,0.29,-1.2,2,1,,7/24/2016
[''],Chicago White Sox,,,,,,,,,,,,,,,,,,,,,,,,7/24/2016
['Jose QuintanaP'],Chicago White Sox,,,,,,,,,,,,,,,,,,,,,0,0,,7/24/2016
['Nate JonesP'],Chicago White Sox,,,,,,,,,,,,,,,,,,,,,0,0,,7/24/2016
['David RobertsonP'],Chicago White Sox,,,,,,,,,,,,,,,,,,,,,0,0,,7/24/2016
Team Totals,Chicago White Sox,35,5,12,5,3,6,39,.343,.395,.429,.823,138,89,0.569,0.63,0.859,-0.289%,0.17%,0.32,1.1,27,8,,7/24/2016
['Adam EatonRF'],Chicago White Sox,3,3,2,3,2,0,5,.277,.362,.406,.768,25,13,0.323,0.99,0.330,-0.007%,0.10%,0.51,3.6,1,0,HR,7/24/2016
['Tim AndersonSS'],Chicago White Sox,4,0,2,0,0,1,5,.280,.288,.441,.729,15,10,0.037,1.02,0.059,-0.022%,0.01%,0.52,-0.1,0,6,SH,7/24/2016
['Melky CabreraLF'],Chicago White Sox,5,0,1,1,0,1,5,.301,.346,.461,.807,13,10,0.188,1.12,0.304,-0.116%,0.06%,0.57,-0.9,2,0,GDP,7/24/2016
['José Abreu1B'],Chicago White Sox,3,0,2,1,1,0,4,.273,.331,.427,.758,14,7,0.088,0.44,0.096,-0.007%,0.03%,0.23,1.0,7,0,,7/24/2016
['Justin MorneauDH'],Chicago White Sox,4,0,1,0,0,1,4,.273,.385,.455,.839,16,10,-0.025,0.33,0.005,-0.030%,-0.01%,0.17,-0.6,,,,7/24/2016
['Todd Frazier3B'],Chicago White Sox,4,0,0,0,0,2,4,.210,.297,.471,.768,14,10,-0.036,0.36,0.000,-0.036%,-0.01%,0.18,-1.0,1,1,,7/24/2016
['Dioner NavarroC'],Chicago White Sox,4,1,2,0,0,0,4,.208,.262,.353,.615,12,9,0.025,0.26,0.031,-0.006%,0.01%,0.14,0.2,7,0,,7/24/2016
['JB ShuckCF'],Chicago White Sox,4,1,2,0,0,1,4,.240,.263,.360,.623,17,11,0.022,0.34,0.034,-0.012%,0.01%,0.17,0.1,7,0,SB,7/24/2016
['Yolmer Sanchez2B'],Chicago White Sox,4,0,0,0,0,0,4,.143,.189,.200,.389,12,9,-0.053,0.57,0.000,-0.053%,-0.02%,0.29,-1.2,2,1,,7/24/2016
[''],Chicago White Sox,,,,,,,,,,,,,,,,,,,,,,,,7/24/2016
['Jose QuintanaP'],Chicago White Sox,,,,,,,,,,,,,,,,,,,,,0,0,,7/24/2016
['Nate JonesP'],Chicago White Sox,,,,,,,,,,,,,,,,,,,,,0,0,,7/24/2016
['David RobertsonP'],Chicago White Sox,,,,,,,,,,,,,,,,,,,,,0,0,,7/24/2016
Team Totals,Chicago White Sox,35,5,12,5,3,6,39,.343,.395,.429,.823,138,89,0.569,0.63,0.859,-0.289%,0.17%,0.32,1.1,27,8,,7/24/2016
['Eduardo NunezSS'],Minnesota Twins,3,0,1,0,1,0,4,.298,.326,.445,.770,13,7,0.052,1.55,0.151,-0.099%,0%,0.00,0.7,1,2,2·SB,7/26/2016
['Joe Mauer1B'],Minnesota Twins,4,0,0,0,0,1,4,.258,.358,.365,.723,16,7,-0.166,1.75,0.000,-0.166%,0%,0.00,-1.3,8,0,,7/26/2016
['Miguel Sano3B'],Minnesota Twins,4,0,0,0,0,3,4,.246,.342,.462,.804,17,12,-0.174,1.43,0.000,-0.174%,0%,0.00,-1.5,1,1,,7/26/2016
['Brian Dozier2B'],Minnesota Twins,4,0,1,0,0,0,4,.249,.332,.462,.793,19,12,-0.041,1.11,0.048,-0.088%,0%,0.00,-0.3,2,8,,7/26/2016
['Max KeplerRF'],Minnesota Twins,4,0,0,0,0,0,4,.237,.311,.489,.800,12,8,-0.141,1.43,0.000,-0.141%,0%,0.00,-1.0,2,0,,7/26/2016
['Kennys VargasDH'],Minnesota Twins,3,0,1,0,1,0,4,.327,.433,.694,1.127,17,8,0.031,1.00,0.076,-0.045%,0%,0.00,0.4,,,,7/26/2016
['Eddie RosarioLF'],Minnesota Twins,4,0,0,0,0,3,4,.250,.268,.398,.665,17,12,-0.145,1.50,0.000,-0.145%,0%,0.00,-1.1,5,0,,7/26/2016
['Kurt SuzukiC'],Minnesota Twins,3,0,1,0,0,0,3,.288,.325,.432,.757,13,11,-0.012,1.35,0.067,-0.080%,0%,0.00,-0.3,5,0,2B,7/26/2016
['Byron BuxtonCF'],Minnesota Twins,2,0,1,0,1,1,3,.207,.256,.335,.592,18,8,-0.031,1.70,0.096,-0.127%,0%,0.00,-0.2,2,0,CS,7/26/2016
[''],Minnesota Twins,,,,,,,,,,,,,,,,,,,,,,,,7/26/2016
['Ervin SantanaP'],Minnesota Twins,,,,,,,,,,,,,,,,,,,,,1,0,,7/26/2016
Team Totals,Minnesota Twins,31,0,5,0,3,8,34,.161,.235,.194,.429,142,85,-0.627,1.44,0.438,-1.065%,0.00%,0.00,-4.6,27,11,,7/26/2016
['Chris CoghlanLF'],Chicago Cubs,3,2,1,2,2,1,5,.157,.252,.279,.531,27,14,0.155,0.64,0.181,-0.026%,0.07%,0.51,2.5,2,0,,7/29/2016
['Kris Bryant3B'],Chicago Cubs,3,1,3,1,2,0,5,.289,.385,.557,.942,20,11,0.123,0.31,0.123,0.000%,0.06%,0.25,3.4,2,1,"2B,SB",7/29/2016
['Anthony Rizzo1B'],Chicago Cubs,5,1,1,3,0,0,5,.286,.393,.571,.964,21,12,-0.045,0.34,0.006,-0.051%,-0.02%,0.28,-0.1,5,1,"2B,SB,GDP",7/29/2016
['Ben ZobristRF'],Chicago Cubs,3,2,2,0,1,0,4,.275,.383,.445,.829,14,7,0.037,0.50,0.043,-0.007%,0.02%,0.40,1.2,3,0,2B,7/29/2016
['Willson ContrerasPH-C'],Chicago Cubs,1,0,0,0,0,0,1,.270,.360,.459,.819,2,2,0.000,0.00,0.000,0.000%,0%,0.00,-0.4,2,0,,7/29/2016
['Addison RussellSS'],Chicago Cubs,5,0,0,0,0,1,5,.244,.332,.412,.744,15,12,-0.073,0.49,0.000,-0.073%,-0.03%,0.40,-2.1,1,2,,7/29/2016
['Jason HeywardCF-RF'],Chicago Cubs,4,1,1,3,0,0,5,.229,.316,.323,.639,18,12,0.052,0.33,0.078,-0.026%,0.03%,0.26,1.2,3,0,"HR,SF",7/29/2016
['Javier Baez2B'],Chicago Cubs,5,1,3,1,0,1,5,.293,.335,.475,.809,17,11,0.030,0.18,0.032,-0.002%,0.01%,0.14,1.2,0,2,,7/29/2016
['David RossC'],Chicago Cubs,4,2,2,1,0,1,4,.233,.345,.448,.793,15,9,0.043,0.39,0.049,-0.006%,0.02%,0.31,0.9,7,0,HR,7/29/2016
['Mike MontgomeryP'],Chicago Cubs,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,,7/29/2016
['Jon LesterP'],Chicago Cubs,1,1,0,0,1,1,3,.075,.159,.125,.284,14,9,-0.033,0.75,0.002,-0.034%,-0.02%,0.60,-0.2,0,0,SH,7/29/2016
['Justin GrimmP'],Chicago Cubs,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,7/29/2016
['Matt SzczurPH-CF'],Chicago Cubs,1,1,1,0,0,0,1,.291,.333,.436,.770,4,3,0.000,0.00,0.000,0.000%,0%,0.00,0.4,1,0,,7/29/2016
Team Totals,Chicago Cubs,35,12,14,11,6,5,43,.400,.476,.657,1.133,167,102,0.289,0.40,0.514,-0.225%,0.14%,0.32,8.0,27,6,,7/29/2016
['Kolten Wong2B'],St. Louis Cardinals,3,1,1,0,1,2,5,.242,.330,.333,.663,23,15,0.039,0.63,0.068,-0.028%,0.03%,0.67,0.8,5,5,"2B,HBP",8/7/2016
['Stephen PiscottyCF'],St. Louis Cardinals,5,0,1,0,0,1,5,.279,.348,.464,.811,19,14,-0.007,0.82,0.057,-0.064%,-0.01%,0.86,-0.6,3,0,,8/7/2016
['Brandon MossRF'],St. Louis Cardinals,4,0,1,1,0,1,5,.262,.343,.570,.913,20,12,-0.042,0.67,0.026,-0.068%,-0.03%,0.71,-0.1,1,0,"2B,SF",8/7/2016
['Matt HollidayLF'],St. Louis Cardinals,4,1,1,0,0,0,4,.241,.315,.447,.762,8,8,-0.059,0.74,0.008,-0.067%,-0.04%,0.79,-0.7,1,0,,8/7/2016
['Matt Adams1B'],St. Louis Cardinals,3,0,0,0,1,2,4,.251,.309,.458,.767,19,10,-0.042,0.73,0.022,-0.064%,-0.03%,0.77,-0.7,7,4,,8/7/2016
['Jhonny PeraltaSS'],St. Louis Cardinals,4,1,1,1,0,1,4,.229,.261,.412,.673,23,15,-0.047,0.48,0.016,-0.063%,-0.03%,0.51,-0.2,1,2,"2B,GDP",8/7/2016
['Yadier MolinaC'],St. Louis Cardinals,4,0,3,1,0,0,4,.278,.342,.379,.721,17,13,0.044,0.47,0.053,-0.010%,0.03%,0.50,1.2,5,0,,8/7/2016
['Jedd Gyorko3B'],St. Louis Cardinals,3,0,1,0,0,0,3,.243,.300,.470,.770,8,5,0.026,0.37,0.041,-0.015%,0.02%,0.39,0.5,0,3,2B,8/7/2016
['Jerome WilliamsP'],St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,2,0,,8/7/2016
['Jeremy HazelbakerPH'],St. Louis Cardinals,0,0,0,0,0,0,0,.245,.304,.471,.775,,,,,,,,,,,,,8/7/2016
['Tommy PhamPH'],St. Louis Cardinals,0,0,0,0,1,0,1,.248,.331,.504,.835,6,2,0.022,0.89,0.022,0.000%,0.01%,0.94,0.1,,,,8/7/2016
['Kevin SiegristP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,8/7/2016
['Adam WainwrightP'],St. Louis Cardinals,2,0,0,0,0,1,2,.159,.178,.432,.610,7,6,-0.040,0.52,0.000,-0.040%,-0.03%,0.55,-0.9,2,0,,8/7/2016
['Greg Garcia3B'],St. Louis Cardinals,2,0,0,0,0,0,2,.271,.399,.395,.794,11,6,-0.062,1.14,0.000,-0.062%,-0.04%,1.20,-0.7,0,0,,8/7/2016
Team Totals,St. Louis Cardinals,34,3,9,3,3,8,39,.265,.333,.382,.716,161,106,-0.168,0.63,0.313,-0.481%,-0.11%,0.67,-1.4,27,14,,8/7/2016
['Billy HamiltonCF'],Cincinnati Reds,4,3,2,0,1,0,5,.261,.321,.344,.665,13,8,0.124,1.21,0.190,-0.066%,0%,0.00,1.4,2,1,SB,9/3/2016
['Zack CozartSS'],Cincinnati Reds,4,1,2,1,1,1,5,.261,.316,.443,.759,19,10,0.190,0.95,0.242,-0.052%,0%,0.00,1.9,2,1,2·2B,9/3/2016
['Joey Votto1B'],Cincinnati Reds,2,2,1,1,3,0,5,.310,.433,.526,.959,17,4,0.087,1.11,0.098,-0.011%,0%,0.00,2.1,6,0,"2B,IW",9/3/2016
['Adam DuvallLF'],Cincinnati Reds,3,0,0,1,1,2,5,.244,.300,.513,.814,17,9,-0.157,1.11,0.004,-0.162%,0%,0.00,-1.6,1,0,"SF,IW",9/3/2016
['Eugenio Suarez3B'],Cincinnati Reds,3,0,0,0,0,2,3,.247,.315,.426,.741,14,8,-0.055,1.23,0.028,-0.083%,0%,0.00,-0.6,1,0,,9/3/2016
['Blake WoodP'],Cincinnati Reds,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,9/3/2016
['Ramon CabreraPH'],Cincinnati Reds,1,0,1,2,0,0,1,.256,.282,.346,.628,3,2,0.095,1.97,0.095,0.000%,0%,0.00,1.6,,,,9/3/2016
['Michael LorenzenP'],Cincinnati Reds,0,0,0,0,0,0,0,.250,.250,1.000,1.250,,,,,,,,,,0,0,,9/3/2016
['Scott ScheblerPH'],Cincinnati Reds,0,1,0,0,1,0,1,.241,.304,.428,.732,5,1,0.001,0.02,0.001,0.000%,0%,0.00,0.3,,,,9/3/2016
['Tony CingraniP'],Cincinnati Reds,0,0,0,0,0,0,0,,1.000,,,,,,,,,,,,0,0,,9/3/2016
['Jose Peraza2B'],Cincinnati Reds,4,0,2,1,1,1,5,.323,.357,.398,.756,16,12,0.001,0.82,0.093,-0.091%,0%,0.00,0.5,4,6,"SB,CS",9/3/2016
['Tucker BarnhartC'],Cincinnati Reds,5,0,2,2,0,1,5,.259,.327,.396,.723,17,12,-0.124,0.90,0.016,-0.141%,0%,0.00,0.2,10,0,"2B,GDP",9/3/2016
['Tyler HoltRF'],Cincinnati Reds,4,1,1,0,1,0,5,.214,.295,.266,.561,15,8,0.065,0.57,0.096,-0.031%,0%,0.00,-0.2,1,0,2B,9/3/2016
['Dan StrailyP'],Cincinnati Reds,2,0,0,0,0,2,2,.000,.045,.000,.045,8,6,-0.081,1.34,0.000,-0.081%,0%,0.00,-0.7,0,0,,9/3/2016
['Ivan De Jesus3B'],Cincinnati Reds,2,1,1,0,0,0,2,.236,.286,.287,.573,5,4,-0.028,0.63,0.005,-0.033%,0%,0.00,0.1,0,1,2B,9/3/2016
Team Totals,Cincinnati Reds,34,9,12,8,9,9,44,.353,.477,.529,1.007,149,84,0.118,0.97,0.868,-0.751%,0.00%,0.00,5.0,27,9,,9/3/2016
['Jonathan Villar2B'],Milwaukee Brewers,3,1,0,0,1,1,4,.284,.367,.444,.812,15,10,-0.001,1.09,0.066,-0.068%,0%,0.00,-0.0,2,1,SB,9/20/2016
['Orlando ArciaSS'],Milwaukee Brewers,4,0,1,0,0,0,4,.215,.279,.361,.640,12,7,0.041,0.82,0.085,-0.044%,0%,0.00,0.3,1,3,,9/20/2016
['Chris Carter1B'],Milwaukee Brewers,4,1,1,0,0,1,4,.222,.323,.490,.813,20,13,-0.108,1.08,0.027,-0.135%,0%,0.00,-0.7,9,0,GDP,9/20/2016
['Domingo SantanaRF'],Milwaukee Brewers,3,0,1,1,1,1,4,.257,.355,.455,.810,19,11,0.115,0.73,0.146,-0.030%,0%,0.00,1.1,0,0,2B,9/20/2016
['Hernan Perez3B'],Milwaukee Brewers,4,0,2,0,0,1,4,.271,.299,.436,.734,11,9,-0.027,1.17,0.060,-0.088%,0%,0.00,-0.3,1,5,,9/20/2016
['Jake ElmoreLF'],Milwaukee Brewers,4,0,0,0,0,1,4,.200,.364,.229,.592,20,11,-0.119,1.18,0.000,-0.119%,0%,0.00,-1.1,1,0,,9/20/2016
['Michael ReedCF'],Milwaukee Brewers,3,0,0,0,1,2,4,.125,.222,.125,.347,20,11,-0.012,0.95,0.049,-0.061%,0%,0.00,-0.2,4,1,,9/20/2016
['Martin MaldonadoC'],Milwaukee Brewers,4,1,2,1,0,1,4,.194,.320,.351,.671,15,11,0.018,0.99,0.138,-0.121%,0%,0.00,0.1,8,0,"HR,GDP",9/20/2016
['Matt GarzaP'],Milwaukee Brewers,2,0,0,0,0,2,2,.036,.100,.036,.136,10,6,-0.048,0.87,0.000,-0.048%,0%,0.00,-0.4,0,0,,9/20/2016
['Ben RowenP'],Milwaukee Brewers,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,9/20/2016
['Brent SuterP'],Milwaukee Brewers,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,,9/20/2016
['Tyler CravyP'],Milwaukee Brewers,0,0,0,0,0,0,0,.333,.333,1.333,1.667,,,,,,,,,,0,0,,9/20/2016
['Andrew SusacPH'],Milwaukee Brewers,0,0,0,0,0,0,0,.286,.444,.286,.730,,,,,,,,,,,,,9/20/2016
['Scooter GennettPH'],Milwaukee Brewers,1,0,0,0,0,1,1,.269,.321,.417,.738,5,3,-0.028,1.08,0.000,-0.028%,0%,0.00,-0.2,,,,9/20/2016
['Rob ScahillP'],Milwaukee Brewers,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,9/20/2016
['Taylor JungmannP'],Milwaukee Brewers,0,0,0,0,0,0,0,.143,.143,.143,.286,,,,,,,,,,0,0,,9/20/2016
['Manny PinaPH'],Milwaukee Brewers,1,0,0,0,0,0,1,.275,.393,.392,.786,2,1,-0.005,0.18,0.000,-0.005%,0%,0.00,-0.1,,,,9/20/2016
Team Totals,Milwaukee Brewers,33,3,7,2,3,11,36,.212,.278,.333,.611,149,93,-0.174,0.98,0.571,-0.747%,0.00%,0.00,-1.5,27,10,,9/20/2016
['Ian Kinsler2B'],Detroit Tigers,6,1,3,0,0,0,6,.284,.344,.474,.818,30,18,0.028,0.59,0.079,-0.051%,0.04%,1.48,0.2,5,2,,9/25/2016
['Cameron MaybinCF'],Detroit Tigers,6,4,4,0,0,1,6,.327,.393,.434,.827,23,16,0.045,0.81,0.122,-0.077%,0.07%,2.03,1.9,3,0,3B,9/25/2016
['Miguel Cabrera1B'],Detroit Tigers,5,1,1,1,1,1,6,.306,.386,.540,.926,27,15,-0.088,0.90,0.026,-0.114%,-0.13%,2.25,-0.6,5,0,GDP,9/25/2016
['Victor MartinezDH'],Detroit Tigers,4,2,2,4,1,0,5,.293,.355,.483,.838,14,6,0.184,0.94,0.210,-0.026%,0.28%,2.37,4.0,,,HR,9/25/2016
['J.D. MartinezRF'],Detroit Tigers,3,0,1,1,1,0,5,.311,.379,.542,.922,23,14,0.004,0.95,0.083,-0.080%,0.01%,2.38,0.1,2,0,"2B,SF",9/25/2016
['Justin UptonLF'],Detroit Tigers,5,1,3,1,0,0,5,.244,.306,.453,.758,13,9,0.043,0.79,0.110,-0.067%,0.07%,1.97,1.0,1,0,"HR,2B",9/25/2016
['Erick Aybar3B'],Detroit Tigers,4,0,2,0,1,0,5,.244,.303,.320,.623,17,8,-0.038,1.19,0.058,-0.095%,-0.06%,2.99,-0.2,0,1,,9/25/2016
['Jarrod SaltalamacchiaC'],Detroit Tigers,4,0,0,0,1,3,5,.173,.285,.350,.635,20,12,-0.076,1.18,0.030,-0.106%,-0.11%,2.97,-1.0,9,2,,9/25/2016
['Andrew RomineSS'],Detroit Tigers,4,0,0,0,0,0,4,.231,.300,.301,.601,14,9,-0.113,1.15,0.000,-0.113%,-0.17%,2.88,-1.5,2,3,,9/25/2016
['José IglesiasPH'],Detroit Tigers,1,0,1,0,0,0,1,.249,.300,.330,.630,3,2,0.033,0.51,0.033,0.000%,0.05%,1.28,0.4,,,2B,9/25/2016
[''],Detroit Tigers,,,,,,,,,,,,,,,,,,,,,,,,9/25/2016
['Matthew BoydP'],Detroit Tigers,,,,,,,,,,,,,,,,,,,,,0,0,,9/25/2016
['Blaine HardyP'],Detroit Tigers,,,,,,,,,,,,,,,,,,,,,0,0,,9/25/2016
['Anibal SanchezP'],Detroit Tigers,,,,,,,,,,,,,,,,,,,,,0,0,,9/25/2016
['Shane GreeneP'],Detroit Tigers,,,,,,,,,,,,,,,,,,,,,0,0,,9/25/2016
['Mike PelfreyP'],Detroit Tigers,,,,,,,,,,,,,,,,,,,,,0,0,,9/25/2016
['Jordan ZimmermannP'],Detroit Tigers,,,,,,,,,,,,,,,,,,,,,0,0,,9/25/2016
Team Totals,Detroit Tigers,42,9,17,7,5,5,48,.405,.458,.667,1.125,184,109,0.022,0.92,0.751,-0.729%,0.03%,2.30,4.4,27,8,,9/25/2016
['Dexter FowlerCF'],St. Louis Cardinals,4,1,1,1,0,0,4,.228,.313,.433,.746,24,13,0.264,0.78,0.318,-0.054%,0.17%,0.85,0.4,4,0,HR,5/31/2017
['Matt Carpenter1B'],St. Louis Cardinals,4,0,0,0,0,1,4,.221,.360,.429,.789,18,11,-0.072,0.70,0.000,-0.072%,-0.05%,0.78,-0.7,7,0,,5/31/2017
['Yadier MolinaC'],St. Louis Cardinals,3,0,0,0,0,0,3,.259,.296,.394,.690,4,4,-0.045,0.59,0.000,-0.045%,-0.03%,0.65,-0.4,11,0,,5/31/2017
['Jedd Gyorko3B'],St. Louis Cardinals,3,0,0,0,0,1,3,.310,.361,.548,.909,9,6,-0.062,0.81,0.000,-0.062%,-0.04%,0.89,-0.6,0,1,,5/31/2017
['Tommy PhamLF'],St. Louis Cardinals,3,1,1,0,0,2,3,.320,.404,.573,.978,14,8,-0.028,0.93,0.026,-0.054%,-0.02%,1.02,-0.1,0,0,,5/31/2017
['Stephen PiscottyRF'],St. Louis Cardinals,3,0,2,0,0,0,3,.238,.361,.356,.717,11,8,0.043,0.93,0.062,-0.019%,0.03%,1.02,0.3,3,0,2B,5/31/2017
['Paul DeJong2B'],St. Louis Cardinals,3,0,1,1,0,0,3,.364,.364,.818,1.182,6,5,-0.014,1.46,0.109,-0.123%,-0.01%,1.59,0.1,1,4,"2B,GDP",5/31/2017
['Aledmys DíazSS'],St. Louis Cardinals,2,0,0,0,1,0,3,.258,.293,.397,.690,9,8,-0.060,1.23,0.008,-0.068%,-0.04%,1.35,-0.4,0,2,IW,5/31/2017
['Carlos MartinezP'],St. Louis Cardinals,2,0,0,0,0,1,2,.174,.174,.261,.435,6,5,-0.054,1.05,0.000,-0.054%,-0.03%,1.15,-0.6,1,0,,5/31/2017
['Jose MartinezPH'],St. Louis Cardinals,1,0,0,0,0,0,1,.286,.322,.411,.733,4,3,-0.035,1.40,0.000,-0.035%,-0.02%,1.53,-0.2,,,,5/31/2017
['Seunghwan OhP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,5/31/2017
Team Totals,St. Louis Cardinals,28,2,5,2,1,5,29,.179,.207,.357,.564,105,71,-0.063,0.94,0.523,-0.586%,-0.04%,1.03,-2.1,27,7,,5/31/2017
['Dexter FowlerCF'],St. Louis Cardinals,3,0,1,0,1,1,4,.230,.317,.431,.748,22,15,-0.007,0.49,0.025,-0.033%,-0.01%,0.56,-0.1,2,0,SB,6/1/2017
['Matt Carpenter1B'],St. Louis Cardinals,4,0,1,0,0,2,4,.222,.357,.425,.783,18,13,-0.024,0.59,0.024,-0.048%,-0.02%,0.67,-0.5,6,1,,6/1/2017
['Stephen PiscottyRF'],St. Louis Cardinals,3,0,1,0,1,1,4,.240,.365,.356,.721,18,11,-0.003,0.66,0.046,-0.049%,-0.00%,0.75,0.1,1,0,CS,6/1/2017
['Jedd Gyorko3B'],St. Louis Cardinals,4,0,3,0,0,0,4,.321,.370,.560,.930,13,9,0.092,0.72,0.113,-0.021%,0.06%,0.82,1.6,1,0,2B,6/1/2017
['Yadier MolinaC'],St. Louis Cardinals,4,0,0,0,0,1,4,.253,.289,.385,.675,16,14,-0.101,0.92,0.000,-0.101%,-0.07%,1.04,-1.6,9,0,,6/1/2017
['Tommy PhamLF'],St. Louis Cardinals,4,0,0,0,0,2,4,.304,.387,.544,.931,14,9,-0.109,0.73,0.000,-0.109%,-0.07%,0.83,-1.9,0,0,,6/1/2017
['Paul DeJong2B'],St. Louis Cardinals,4,1,2,0,0,2,4,.400,.400,.733,1.133,23,16,-0.013,0.71,0.040,-0.053%,-0.01%,0.81,-0.4,3,4,,6/1/2017
['Aledmys DíazSS'],St. Louis Cardinals,3,0,0,0,0,1,3,.254,.288,.391,.679,14,9,-0.051,0.84,0.000,-0.051%,-0.03%,0.95,-0.7,4,3,,6/1/2017
['Adam WainwrightP'],St. Louis Cardinals,2,1,1,2,0,0,2,.273,.273,.591,.864,7,4,0.176,0.82,0.187,-0.011%,0.12%,0.94,1.6,1,1,HR,6/1/2017
['Greg GarciaPH'],St. Louis Cardinals,0,0,0,0,0,0,0,.264,.369,.361,.730,,,,,,,,,,,,,6/1/2017
['Jhonny PeraltaPH'],St. Louis Cardinals,1,0,0,0,0,0,1,.200,.265,.200,.465,4,2,-0.014,0.50,0.000,-0.014%,-0.01%,0.57,-0.2,,,,6/1/2017
['Matt BowmanP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,6/1/2017
['Trevor RosenthalP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,6/1/2017
['Seunghwan OhP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,6/1/2017
Team Totals,St. Louis Cardinals,32,2,9,2,2,10,34,.281,.324,.406,.730,149,102,-0.054,0.69,0.435,-0.490%,-0.04%,0.79,-2.1,27,9,,6/1/2017
['Ian HappCF'],Chicago Cubs,5,2,2,4,0,2,5,.235,.325,.515,.839,16,12,0.365,1.15,0.439,-0.075%,0.30%,1.57,2.9,3,0,2·HR,6/4/2017
['Kris Bryant3B'],Chicago Cubs,4,0,0,0,0,2,4,.268,.387,.525,.912,12,9,-0.079,0.77,0.000,-0.079%,-0.07%,1.04,-0.7,0,1,,6/4/2017
['Anthony Rizzo1B-2B-1B'],Chicago Cubs,4,1,3,0,0,0,4,.236,.372,.458,.831,16,11,0.027,0.64,0.053,-0.026%,0.02%,0.87,0.0,10,0,2B,6/4/2017
['Ben Zobrist2B-1B-2B-LF'],Chicago Cubs,3,0,0,0,1,0,4,.233,.341,.409,.749,14,7,-0.081,1.05,0.016,-0.097%,-0.07%,1.43,-0.5,1,2,,6/4/2017
['Jason HeywardRF'],Chicago Cubs,4,0,1,0,0,0,4,.258,.319,.404,.723,9,7,-0.020,0.96,0.033,-0.053%,-0.02%,1.31,-0.4,2,0,,6/4/2017
['Miguel MonteroC'],Chicago Cubs,2,1,0,0,1,1,3,.306,.354,.458,.813,13,7,-0.028,0.63,0.014,-0.041%,-0.02%,0.86,-0.4,6,0,,6/4/2017
['Pedro StropP'],Chicago Cubs,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,6/4/2017
['Jon JayPH'],Chicago Cubs,1,0,1,1,0,0,1,.297,.387,.374,.760,5,3,0.165,2.88,0.165,0.000%,0.13%,3.91,0.5,,,,6/4/2017
['Carl Edwards Jr.P'],Chicago Cubs,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,1,0,,6/4/2017
['Javier Baez2B'],Chicago Cubs,0,0,0,0,0,0,0,.264,.293,.500,.793,,,,,,,,,,0,0,,6/4/2017
['Addison RussellSS'],Chicago Cubs,3,1,1,0,1,1,4,.213,.296,.343,.639,15,8,-0.013,0.79,0.035,-0.049%,-0.01%,1.07,-0.2,1,7,,6/4/2017
['Kyle HendricksP'],Chicago Cubs,1,0,0,0,0,1,1,.105,.105,.105,.211,3,3,-0.024,0.84,0.000,-0.024%,-0.02%,1.14,-0.2,0,1,,6/4/2017
['Albert AlmoraPH'],Chicago Cubs,1,1,1,1,0,0,1,.265,.318,.373,.691,3,2,0.200,1.77,0.200,0.000%,0.16%,2.40,1.9,,,,6/4/2017
['Justin GrimmP'],Chicago Cubs,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,6/4/2017
['Hector RondonP'],Chicago Cubs,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,6/4/2017
